井名	顶深	沉积微相
Z168-34	1888.288565	2
Z168-34	1890.8	2
Z168-34	1895.3	1
Z168-34	1897.4	1
Z168-34	1900.8	2
Z168-35	1897.6	1
Z168-35	1903.9	1
Z168-35	1909.4	2
Z168-35	1911.8	1
Z168-35	1912.6	2
Z168-35	1921.6	1
Z168-35	1923.9	1
Z168-35	1925.6125	2
Z168-35	1937.8	2
Z168-36	1791.3	1
Z168-36	1793.6	2
Z168-36	1795.4	1
Z168-36	1801.6	2
Z168-36	1802.9	1
Z168-36	1803.8	2
Z168-36	1807.883146	1
Z168-36	1812.4	1
Z168-36	1815.4	1
Z168-36	1821.1	2
Z168-36	1822.6	1
Z168-36	1832.8	2
Z169-30	1859.8	1
Z169-30	1863.1	1
Z169-30	1865.2	1
Z169-30	1868.7	1
Z169-30	1869.3	2
Z169-30	1872.7	1
Z169-30	1874.7	1
Z169-30	1877.2	1
Z169-30	1880.397127	2
Z169-30	1884.1	2
Z169-30	1890.9	1
Z169-30	1891.4	2
Z169-30	1892.7	1
Z169-30	1896	1
Z169-30	1896.7	2
Z169-30	1899.6	1
Z169-30	1900.6	2
Z169-30	1902.5	1
Z169-30	1902.8	2
Z169-31	1802.7	1
Z169-31	1808.1	1
Z169-31	1808.6	2
Z169-31	1813.8	1
Z169-31	1817.1	1
Z169-31	1818.890909	2
Z169-31	1828.9	2
Z169-31	1830.4	1
Z169-31	1834.1	1
Z169-31	1834.6	2
Z169-31	1840.6	1
Z169-31	1841.3	2
Z169-31	1845.7	1
Z169-31	1846.6	2
Z169-31	1849.9	1
Z169-31	1852.2	1
Z169-31	1853.3	2
Z169-31	1855.8	1
Z169-31	1855.8	2
Z169-32	1817.8	2
Z169-32	1821.3	1
Z169-32	1821.9	2
Z169-32	1823.8	1
Z169-32	1824.2	2
Z169-32	1825.7	1
Z169-32	1826.1	2
Z169-32	1827.2	1
Z169-32	1828.6	2
Z169-32	1831.6	1
Z169-32	1837.413326	2
Z169-32	1840.7	2
Z169-32	1844.3	1
Z169-32	1844.9	2
Z169-32	1845.8	1
Z169-32	1853.747284	2
Z169-32	1857.1	2
Z169-32	1868.7	1
Z169-32	1870.3	2
Z169-33	1866.8	2
Z169-33	1869.3	1
Z169-33	1872.8	1
Z169-33	1875.6	2
Z169-33	1880.1	1
Z169-33	1882.2	1
Z169-33	1884.406678	2
Z169-33	1892.7	2
Z169-33	1897.5	1
Z169-33	1898.7	2
Z169-33	1901.5	1
Z169-33	1901.8	2
Z169-33	1903.8	1
Z169-33	1910.8	2
Z169-34	1929	1
Z169-34	1929.6	2
Z169-34	1933.1	1
Z169-34	1933.9	2
Z169-34	1935.8	1
Z169-34	1941.5	2
Z169-34	1946.932478	1
Z169-34	1955.3	1
Z169-34	1955.7	2
Z169-34	1956.6	1
Z169-34	1959.833584	2
Z169-34	1970.3	2
Z169-35	1854.2	2
Z169-35	1856.1	1
Z169-35	1865.7	1
Z169-35	1868.9	1
Z169-35	1870.1	2
Z169-35	1872.678215	1
Z169-35	1879.2	1
Z169-35	1879.2	2
Z169-35	1881.4	1
Z169-35	1893.8	2
Z169-36	1827.1	1
Z169-36	1829.8	2
Z169-36	1831.3	1
Z169-36	1836.7	2
Z169-36	1840.065492	1
Z169-36	1845.7	1
Z169-36	1847.2	1
Z169-36	1853.2	2
Z169-36	1856.7	1
Z169-36	1858.7	1
Z169-36	1864.8	2
Z169-37	1876.7	2
Z169-37	1882.6	1
Z169-37	1890.7	2
Z169-37	1892.5	1
Z169-37	1893	2
Z169-37	1894.8	1
Z169-37	1896.2	2
Z169-37	1900.1	1
Z169-37	1901.8	2
Z170-30	1845.6	1
Z170-30	1848.4	1
Z170-30	1849.1	2
Z170-30	1852.6	1
Z170-30	1855.5	1
Z170-30	1858.5	1
Z170-30	1858.5	2
Z170-30	1867.2	2
Z170-30	1869.6	1
Z170-30	1872.6	2
Z170-30	1875.4	1
Z170-30	1875.9	2
Z170-30	1883.8	1
Z170-30	1885.2	1
Z170-30	1885.8	2
Z170-31	1830.4	1
Z170-31	1831.1	2
Z170-31	1837.4	1
Z170-31	1837.9	2
Z170-31	1838.9	1
Z170-31	1843.543316	2
Z170-31	1847.8	2
Z170-31	1849.3	1
Z170-31	1851.4	2
Z170-31	1853.4	1
Z170-31	1853.9	2
Z170-31	1859.8	1
Z170-31	1859.8	2
Z170-31	1861.7	1
Z170-31	1867.2	1
Z170-31	1867.7	2
Z170-31	1873.7	1
Z170-31	1878.5	1
Z170-31	1878.8	2
Z170-32	1857.6	2
Z170-32	1860.5	1
Z170-32	1868.4	1
Z170-32	1868.8	2
Z170-32	1873.4	1
Z170-32	1877.331959	2
Z170-32	1888.8	2
Z170-32	1890.8	1
Z170-32	1894.3	1
Z170-32	1898.4	2
Z170-32	1900.7	1
Z170-32	1901.354639	2
Z170-32	1907.1	2
Z170-32	1909.1	1
Z170-32	1911.7	1
Z170-32	1912.8	2
Z170-34	1927.7	2
Z170-34	1936.6	1
Z170-34	1937.3	2
Z170-34	1940.7	1
Z170-34	1941.4	2
Z170-34	1945.7	1
Z170-34	1947.414607	2
Z170-34	1954.6	2
Z170-34	1955.7	1
Z170-34	1960.3	2
Z170-35	1871.8	2
Z170-35	1873.7	1
Z170-35	1879.4	2
Z170-35	1880.7	1
Z170-35	1881.6	2
Z170-35	1883.9	1
Z170-35	1891	1
Z170-35	1891.8	2
Z170-35	1895.6	1
Z170-35	1897.5	1
Z170-35	1898.729705	2
Z170-35	1901.3	2
Z170-35	1905.3	1
Z170-35	1906.6	1
Z170-35	1908.6	2
Z170-35	1909.9	1
Z170-35	1911.8	2
Z171-30	1884.9	2
Z171-30	1892.5	1
Z171-30	1900.5	1
Z171-30	1901.6	1
Z171-30	1908.177473	2
Z171-30	1910.4	2
Z171-30	1912.7	1
Z171-30	1917.4	2
Z171-30	1919.8	1
Z171-30	1927.656136	1
Z171-30	1929.9	1
Z171-30	1931.6	2
Z171-30	1935.1	1
Z171-30	1940.4	1
Z171-30	1942.8	2
Z171-311	1892.2	2
Z171-311	1896.7	1
Z171-311	1905.6	1
Z171-311	1909.4	1
Z171-311	1912.9	1
Z171-311	1920.739802	2
Z171-311	1930.6	2
Z171-311	1941.6	1
Z171-311	1942.7	2
Z171-311	1947.6	1
Z171-311	1951.6	1
Z171-311	1955.6	1
Z171-311	1955.8	2
Z29	1819.4	1
Z29	1829.3	1
Z29	1831.9	1
Z29	1831.9	2
Z29	1844.2	2
Z29	1846.2	1
Z29	1846.9	2
Z29	1853.4	1
Z29	1854.7	2
Z29	1856.7	1
Z29	1857.4	2
Z29	1858.8	1
Z29	1858.9	2
Z36	1722.2	1
Z36	1724.3	2
Z36	1736.8	1
Z36	1738.951589	1
Z36	1742.7	1
Z36	1748.7	2
Z36	1750.6	1
Z36	1752.7	2
Z36	1754.7	1
Z36	1756.1	2
Z36	1758.1	1
Z36	1762.4	2
