井名	顶深	沉积微相
Z162-42	1768.3	2
Z162-42	1774.3	1
Z162-42	1778.8	2
Z162-44	1851.1	1
Z162-44	1852.2	2
Z162-44	1852.8	1
Z162-44	1853.7	2
Z162-44	1854.8	1
Z162-44	1856.2	1
Z162-44	1860.7	2
Z162-44	1862.8	1
Z162-44	1863.6	2
Z162-44	1866.7	1
Z162-44	1867.9	2
Z162-44	1870.3	1
Z162-44	1871.508959	2
Z162-44	1873.6	2
Z162-44	1874.6	1
Z162-44	1877.7	1
Z162-44	1879.2	2
Z162-44	1882.3	1
Z162-44	1882.3	2
Z162-44	1884.8	1
Z162-44	1888.4	2
Z162-44	1891.8	1
Z162-44	1893.8	1
Z162-44	1894.8	2
Z162-46	1829.7	1
Z162-46	1830.3	2
Z162-46	1831.3	1
Z162-46	1831.9	2
Z162-46	1835	1
Z162-46	1835.8	2
Z162-46	1846.2	1
Z162-46	1848.239774	2
Z162-46	1859.058154	2
Z162-46	1870.8	2
Z162-47	1791.8	1
Z162-47	1794.1	1
Z162-47	1794.8	2
Z162-47	1801.6	1
Z162-47	1803.5	2
Z162-47	1809.6	1
Z162-47	1810.1	2
Z162-47	1812.5	1
Z162-47	1813.3	2
Z162-47	1814.6	1
Z162-47	1819.7	2
Z162-47	1822	1
Z162-47	1829.8	2
Z162-48	1761.2	1
Z162-48	1761.5	2
Z162-48	1763.5	1
Z162-48	1764.6	2
Z162-48	1767.1	1
Z162-48	1767.6	2
Z162-48	1769.2	1
Z162-48	1770.1	2
Z162-48	1770.8	1
Z162-48	1772.1	1
Z162-48	1774.3	1
Z162-48	1775.3	1
Z162-48	1775.6	2
Z162-48	1777.8	1
Z162-48	1778.8	2
Z162-48	1780.2	1
Z162-48	1789.6	2
Z162-48	1790.7	1
Z162-48	1791.812558	2
Z162-48	1794.2	2
Z162-48	1796.7	1
Z162-48	1797.5	2
Z162-48	1798.3	1
Z162-48	1802.2	2
Z162-50	1623.9	2
Z162-50	1624.7	1
Z162-50	1625.3	2
Z162-50	1627.3	1
Z162-50	1627.9	2
Z162-50	1632.4	1
Z162-50	1633.2	2
Z162-50	1635.8	1
Z162-50	1637.8	1
Z162-50	1639.8	1
Z162-50	1643.8	1
Z162-50	1643.8	2
Z162-50	1654.258148	2
Z162-50	1664.8	2
Z162-53	1558.9	2
Z162-53	1564.3	1
Z162-53	1567.9	1
Z162-53	1568.4	2
Z162-53	1578.131081	1
Z162-53	1581.2	1
Z162-53	1582.1	2
Z162-53	1587.827027	1
Z162-53	1591.9	1
Z162-53	1594.6	1
Z162-53	1597.6	1
Z162-53	1597.8	2
Z162-54	1575.9	2
Z162-54	1578	1
Z162-54	1587.9	1
Z162-54	1589.8	2
Z162-54	1591.4	1
Z162-54	1592.4	2
Z162-54	1605.5	1
Z162-54	1606.3	2
Z162-54	1607.9	1
Z162-54	1619.8	2
Z162-55	1630.8	2
Z162-55	1635.8	1
Z162-55	1639.4	1
Z162-55	1652.8	1
Z162-55	1653.6	2
Z162-55	1658.6	1
Z162-55	1662.7	1
Z162-55	1663.063383	2
Z162-55	1673.8	2
Z162-56	1722.3	1
Z162-56	1724.4	1
Z162-56	1728.492308	1
Z162-56	1735.2	1
Z162-56	1741.1	1
Z162-56	1741.1	2
Z162-56	1754.8	2
Z162-57	1733.1	2
Z162-57	1734.9	1
Z162-57	1736.2	2
Z162-57	1740.8	1
Z162-57	1741.2	2
Z162-57	1751	1
Z162-57	1751.6	2
Z162-57	1758.5	1
Z162-57	1760.5	1
Z162-57	1764.245415	2
Z162-57	1776.8	2
Z162-58	1729.6	2
Z162-58	1733.4	1
Z162-58	1734.4	2
Z162-58	1735.9	1
Z162-58	1736.7	2
Z162-58	1742	1
Z162-58	1742.6	2
Z162-58	1748	1
Z162-58	1748.8	2
Z162-58	1751.3	1
Z162-58	1754.7	1
Z162-58	1755.7	2
Z162-58	1760.6	1
Z162-58	1760.6	2
Z162-58	1763.5	1
Z162-58	1764.8	2
Z162-58	1765.7	1
Z162-58	1771.8	2
Z162-59	1705.9	2
Z162-59	1709.3	1
Z162-59	1709.7	2
Z162-59	1712.8	1
Z162-59	1713.4	2
Z162-59	1725.835857	1
Z162-59	1732.7	1
Z162-59	1735.8	2
Z162-59	1742.2	1
Z162-59	1742.2	2
Z162-59	1743.7	1
Z162-59	1744.3	2
Z162-59	1745.7	1
Z162-59	1751.8	2
Z162-60	1721.3	2
Z162-60	1725.1	1
Z162-60	1727.5	1
Z162-60	1727.8	2
Z162-60	1730.9	1
Z162-60	1731.3	2
Z162-60	1736.4	1
Z162-60	1736.8	2
Z162-60	1743.9	1
Z162-60	1744.4	2
Z162-60	1748.4	1
Z162-60	1750.5	1
Z162-60	1755.1	1
Z162-60	1755.1	2
Z162-60	1756.6	1
Z162-60	1766.8	2
Z162-61	1848.4	2
Z162-61	1852.7	1
Z162-61	1853.5	2
Z162-61	1868	1
Z162-61	1869.4	2
Z162-61	1875.9	1
Z162-61	1876.5	2
Z162-61	1883.8	1
Z162-61	1887.1	1
Z162-61	1888.3	2
Z162-61	1889.3	1
Z162-61	1898.8	2
Z163-36	1647.8	1
Z163-36	1648.4	2
Z163-36	1652.8	1
Z163-36	1653.6	2
Z163-36	1659.3	1
Z163-36	1661.3	1
Z163-36	1661.558542	2
Z163-36	1673.2	2
Z163-36	1676.2	1
Z163-36	1680.2	1
Z163-36	1682.8	1
Z163-36	1683.7	2
Z163-36	1686.8	1
Z163-36	1687.8	2
Z163-37	1773.2	1
Z163-37	1776.4	1
Z163-37	1781.8	1
Z163-37	1783.2	2
Z163-37	1788.6	1
Z163-37	1789.7	2
Z163-37	1792.7	1
Z163-37	1794.6	2
Z163-37	1796.1	1
Z163-37	1797.1	2
Z163-37	1798.4	1
Z163-37	1799.4	2
Z163-37	1802.1	1
Z163-37	1802.9	2
Z163-37	1807.3	1
Z163-37	1808.2	2
Z163-37	1809.3	1
Z163-37	1809.9	2
Z163-37	1813.7	1
Z163-37	1825.4	1
Z163-37	1825.8	2
Z163-38	1722.2	2
Z163-38	1728.1	1
Z163-38	1731.6	1
Z163-38	1732.4	2
Z163-38	1736.8	1
Z163-38	1737.2	2
Z163-38	1740	1
Z163-38	1740.4	2
Z163-38	1742.86163	1
Z163-38	1749.8	1
Z163-38	1750.3	2
Z163-38	1758.6	1
Z163-38	1758.9	2
Z163-38	1761.2	1
Z163-38	1761.4	2
Z163-38	1764.07833	1
Z163-38	1770.5	1
Z163-38	1770.8	2
Z163-38	1773.7	1
Z163-38	1777.8	1
Z163-38	1777.8	2
Z163-40	1734.6	1
Z163-40	1739.7	1
Z163-40	1740.7	2
Z163-40	1746.2	1
Z163-40	1747.1	2
Z163-40	1755.9	1
Z163-40	1756.3	2
Z163-40	1759.8	1
Z163-40	1759.8	2
Z163-40	1765.9	1
Z163-40	1769.7	2
Z163-40	1771.1	1
Z163-40	1771.8	2
Z163-41	1892.9	2
Z163-41	1895.2	1
Z163-41	1895.8	2
Z163-41	1898.8	1
Z163-41	1899.8	2
Z163-41	1911.1	1
Z163-41	1911.4	2
Z163-41	1914.8	1
Z163-41	1916.9	2
Z163-41	1919.5	1
Z163-41	1920.1	2
Z163-41	1927.1	1
Z163-41	1927.8	2
Z163-41	1929.8	1
Z163-41	1929.8	2
Z163-41	1933.6	1
Z163-41	1939.8	2
Z163-43	1823.8	2
Z163-43	1828.3	1
Z163-43	1829.4	2
Z163-43	1840.8	1
Z163-43	1842.1	2
Z163-43	1844.7	1
Z163-43	1845.9	2
Z163-43	1847.3	1
Z163-43	1849.8	2
Z163-43	1852.3	1
Z163-43	1853.4	2
Z163-43	1855.8	1
Z163-43	1856.9	2
Z163-43	1858.8	1
Z163-43	1860.4	1
Z163-43	1862.9	2
Z163-43	1864.3	1
Z163-43	1866	2
Z163-45	1815.1	2
Z163-45	1816.7	1
Z163-45	1817.2	2
Z163-45	1826.6	1
Z163-45	1827.1	2
Z163-45	1828.2	1
Z163-45	1828.2	2
Z163-45	1830.5	1
Z163-45	1842.1	2
Z163-45	1843.4	1
Z163-45	1844.4	2
Z163-45	1846.4	1
Z163-45	1852.8	2
Z163-47	1837.6	1
Z163-47	1838.4	2
Z163-47	1844	1
Z163-47	1844.4	2
Z163-47	1847.9	1
Z163-47	1848.8	2
Z163-47	1851.7	1
Z163-47	1852.3	2
Z163-47	1853.4	1
Z163-47	1853.404167	2
Z163-47	1866	2
Z163-47	1869.1	1
Z163-47	1869.8	2
Z163-47	1871.8	1
Z163-47	1872.9	1
Z163-47	1876.5	2
Z163-47	1878.1	1
Z163-47	1881.8	2
Z163-53	1771.7	2
Z163-53	1774.3	1
Z163-53	1775.9	2
Z163-53	1781.4	1
Z163-53	1781.8	2
Z163-53	1793.8	1
Z163-53	1793.8	2
Z163-53	1795.8	1
Z163-53	1797.4	2
Z163-53	1799.9	1
Z163-53	1806.4	2
Z163-53	1810.8	1
Z163-53	1818.8	2
Z163-531	1664.1	2
Z163-531	1668.9	1
Z163-531	1675.9	1
Z163-531	1677.5	1
Z163-531	1678.2	2
Z163-531	1682.2	1
Z163-531	1682.6	2
Z163-531	1685.6	1
Z163-531	1686.1	2
Z163-531	1692.488312	1
Z163-531	1695.6	1
Z163-531	1696.6	2
Z163-531	1697.7	1
Z163-531	1705.8	2
Z163-54	1613.1	1
Z163-54	1613.7	2
Z163-54	1616.6	1
Z163-54	1617.4	2
Z163-54	1618.5	1
Z163-54	1619.7	2
Z163-54	1621.6	1
Z163-54	1623.7	2
Z163-54	1632.8	1
Z163-54	1633.7	2
Z163-54	1639.6	1
Z163-54	1641.5	1
Z163-54	1648.498307	2
Z163-54	1661.8	2
Z163-541	1663.2	2
Z163-541	1670.9	1
Z163-541	1676.043644	1
Z163-541	1683.9	1
Z163-541	1691.3	1
Z163-541	1694.833898	2
Z163-541	1704.8	2
Z163-55	1572.6	2
Z163-55	1579.6	1
Z163-55	1581.6	1
Z163-55	1582.2	2
Z163-55	1591.1	1
Z163-55	1591.1	2
Z163-55	1598	1
Z163-55	1602.316297	2
Z163-55	1612.8	2
Z163-56	1615.7	2
Z163-56	1624.3	1
Z163-56	1635.4	1
Z163-56	1635.9	2
Z163-56	1642.3	1
Z163-56	1644.8	1
Z163-56	1644.8	2
Z163-56	1647.4	1
Z163-56	1648.5	1
Z163-56	1656.8	2
Z163-57	1790.3	2
Z163-57	1794.6	1
Z163-57	1798	1
Z163-57	1810	1
Z163-57	1811.1	2
Z163-57	1812.4	1
Z163-57	1813.3	2
Z163-57	1818.6	1
Z163-57	1820	1
Z163-57	1822.2	2
Z163-57	1824.1	1
Z163-57	1827.3	2
Z163-57	1828.8	1
Z163-57	1832.4	2
Z163-57	1834.5	1
Z163-57	1834.8	2
Z163-58	1749.6	2
Z163-58	1757.9	1
Z163-58	1758.8	2
Z163-58	1770.1	1
Z163-58	1770.7	2
Z163-58	1774.1	1
Z163-58	1777.1	1
Z163-58	1782.6	2
Z163-58	1787.2	1
Z163-58	1789	1
Z163-58	1793.3	2
Z163-59	1720.4	2
Z163-59	1724.9	1
Z163-59	1725.4	2
Z163-59	1727.4	1
Z163-59	1728.3	2
Z163-59	1730.9	1
Z163-59	1731.7	2
Z163-59	1733.3	1
Z163-59	1733.8	2
Z163-59	1741.9	1
Z163-59	1742.6	2
Z163-59	1746.9	1
Z163-59	1747.3	2
Z163-59	1748.8	1
Z163-59	1750.6	1
Z163-59	1753.158343	1
Z163-59	1755.5	1
Z163-59	1759.1	1
Z163-59	1759.6	2
Z163-59	1762.5	1
Z163-59	1763.6	1
Z163-59	1763.8	2
Z163-60	1848.6	1
Z163-60	1849.9	2
Z163-60	1852.4	1
Z163-60	1852.9	2
Z163-60	1865.4	1
Z163-60	1865.4	2
Z163-60	1872.2	1
Z163-60	1874.6	1
Z163-60	1878.03981	1
Z163-60	1883.6	1
Z163-60	1886.6	1
Z163-60	1889.1	2
Z163-60	1890.4	1
Z163-60	1891.3	2
Z163-61	1817.8	2
Z163-61	1819.1	1
Z163-61	1822.5	1
Z163-61	1823.1	2
Z163-61	1825.5	1
Z163-61	1826.3	2
Z163-61	1829.1	1
Z163-61	1829.8	2
Z163-61	1836.120246	1
Z163-61	1845.1	1
Z163-61	1851.2	2
Z163-61	1852.8	1
Z163-61	1854.1	1
Z163-61	1860.8	2
Z164-34	1710.3	1
Z164-34	1710.8	2
Z164-34	1711.9	1
Z164-34	1712.3	2
Z164-34	1719.4	1
Z164-34	1722.917183	2
Z164-34	1731.4	2
Z164-34	1732.8	1
Z164-34	1737.824675	2
Z164-34	1748.8	2
Z164-35	1651.9	2
Z164-35	1653.9	1
Z164-35	1654.3	2
Z164-35	1658.4	1
Z164-35	1659.1	2
Z164-35	1661.7	1
Z164-35	1662.4	2
Z164-35	1667.3	1
Z164-35	1667.3	2
Z164-35	1669.3	1
Z164-35	1680.6	2
Z164-35	1683.4	1
Z164-35	1683.8	2
Z164-35	1686.3	1
Z164-35	1686.8	2
Z164-35	1692.7	1
Z164-35	1695.5	1
Z164-35	1695.8	2
Z164-36	1665.3	1
Z164-36	1666	2
Z164-36	1677.3	1
Z164-36	1682.051567	2
Z164-36	1691.1	2
Z164-36	1692	1
Z164-36	1700.2	1
Z164-36	1700.2	2
Z164-36	1704.4	1
Z164-36	1705.4	2
Z164-36	1713	1
Z164-36	1715.8	2
Z164-37	1760.2	1
Z164-37	1760.8	2
Z164-37	1763.8	1
Z164-37	1767.2	1
Z164-37	1767.7	2
Z164-37	1773.6	1
Z164-37	1774.4	2
Z164-37	1777.7	1
Z164-37	1781.3	2
Z164-37	1783.343354	1
Z164-37	1785.9	1
Z164-37	1786.6	2
Z164-37	1790	1
Z164-37	1790.6	2
Z164-37	1798.7	1
Z164-37	1799.4	2
Z164-37	1803.8	1
Z164-37	1803.8	2
Z164-37	1814.4	1
Z164-37	1818.5	1
Z164-37	1822.8	2
Z164-38	1808.6	1
Z164-38	1809.1	2
Z164-38	1815.1	1
Z164-38	1817.1	1
Z164-38	1817.4	2
Z164-38	1819.2	1
Z164-38	1820.3	2
Z164-38	1828.018924	1
Z164-38	1832.3	1
Z164-38	1832.9	2
Z164-38	1834.5	1
Z164-38	1837.8	2
Z164-38	1841.657514	1
Z164-38	1844.8	1
Z164-38	1848.8	1
Z164-38	1853.8	2
Z164-39	1804.4	1
Z164-39	1805.9	1
Z164-39	1812.1	2
Z164-39	1812.9	1
Z164-39	1813.4	2
Z164-39	1819.9	1
Z164-39	1820.8	2
Z164-39	1826.1	1
Z164-39	1826.1	2
Z164-39	1830.4	1
Z164-39	1833.5	1
Z164-39	1834.8	2
Z164-40	1802.9	1
Z164-40	1818.3	2
Z164-40	1819.9	1
Z164-40	1821.3	2
Z164-40	1822.4	1
Z164-40	1822.4	2
Z164-40	1826.7	1
Z164-40	1827.1	2
Z164-40	1832.5	1
Z164-40	1833.1	2
Z164-40	1834.1	1
Z164-40	1834.8	2
Z164-40	1836.4	1
Z164-40	1845.8	2
Z164-41	1788.2	2
Z164-41	1792.5	1
Z164-41	1793.8	2
Z164-41	1802.8	1
Z164-41	1803.8	2
Z164-41	1806.4	1
Z164-41	1810.2	1
Z164-41	1810.8	2
Z164-41	1816.4	1
Z164-41	1817.1	2
Z164-41	1820	1
Z164-41	1825.5	1
Z164-41	1826.8	2
Z164-42	1857.4	2
Z164-42	1863.3	1
Z164-42	1864.1	2
Z164-42	1865.7	1
Z164-42	1866.4	2
Z164-42	1868.5	1
Z164-42	1869.2	2
Z164-42	1871.5	1
Z164-42	1872.7	2
Z164-42	1873.8	1
Z164-42	1874.4	2
Z164-42	1877.5	1
Z164-42	1887.7	2
Z164-42	1888.5	1
Z164-42	1888.9	2
Z164-42	1891.7	1
Z164-42	1897.8	2
Z164-43	1886.3	2
Z164-43	1890.9	1
Z164-43	1891.7	2
Z164-43	1896.7	1
Z164-43	1898.3	2
Z164-43	1899.7	1
Z164-43	1904.7	2
Z164-43	1907.3	1
Z164-43	1913.8	2
Z164-43	1916.4	1
Z164-43	1917.9	2
Z164-43	1918.8	1
Z164-43	1919.7	1
Z164-43	1930.8	2
Z164-44	1850.7	2
Z164-44	1856.2	1
Z164-44	1856.8	2
Z164-44	1858.1	1
Z164-44	1858.4	2
Z164-44	1860.8	1
Z164-44	1868.1	2
Z164-44	1869.4	1
Z164-44	1873.8	2
Z164-44	1875.8	1
Z164-44	1879.34863	2
Z164-44	1888.8	2
Z164-45	1861.3	1
Z164-45	1863.4	1
Z164-45	1863.8	2
Z164-45	1865.6	1
Z164-45	1865.9	2
Z164-45	1867.9	1
Z164-45	1868.9	2
Z164-45	1872	1
Z164-45	1872.6	2
Z164-45	1879.4	1
Z164-45	1880.8	1
Z164-45	1881.9	2
Z164-45	1883.8	1
Z164-45	1893.173769	2
Z164-45	1902.8	2
Z164-46	1807.4	2
Z164-46	1810.5	1
Z164-46	1811.1	2
Z164-46	1814.7	1
Z164-46	1814.9	2
Z164-46	1818.7	1
Z164-46	1819.2	2
Z164-46	1820.1	1
Z164-46	1824.6	2
Z164-46	1826.7	1
Z164-46	1833.9	2
Z164-46	1836.4	1
Z164-46	1836.983708	2
Z164-46	1843.9	2
Z164-46	1847.8	1
Z164-46	1848.8	2
Z164-47	1777.9	2
Z164-47	1782.4	1
Z164-47	1783.4	1
Z164-47	1789.662278	2
Z164-47	1796.8	2
Z164-47	1798.6	1
Z164-47	1801.4	2
Z164-47	1803.3	1
Z164-47	1811.8	2
Z164-51	1622.1	2
Z164-51	1624.6	1
Z164-51	1628.2	1
Z164-51	1629.2	2
Z164-51	1631.8	1
Z164-51	1636.8	1
Z164-51	1636.8	2
Z164-51	1639.8	1
Z164-51	1642.1	1
Z164-51	1647.400897	2
Z164-51	1658.8	2
Z164-53	1650.3	1
Z164-53	1652.9	2
Z164-53	1659.7	1
Z164-53	1662.9	2
Z164-53	1665.9	1
Z164-53	1669.3	2
Z164-53	1671.9	1
Z164-53	1672.6	2
Z164-53	1674.6	1
Z164-53	1676.564846	2
Z164-53	1681.9	2
Z164-53	1683.2	1
Z164-53	1683.8	2
Z164-53	1685.7	1
Z164-53	1687.2	1
Z164-53	1687.8	2
Z164-54	1570.6	2
Z164-54	1584.2	1
Z164-54	1584.2	2
Z164-54	1595.55	2
Z164-54	1606.8	2
Z164-55	1568.6	1
Z164-55	1576.2	1
Z164-55	1577.1	2
Z164-55	1582.7	1
Z164-55	1583.6	2
Z164-55	1584.9	1
Z164-55	1586.6	1
Z164-55	1587.7	1
Z164-55	1590.266667	2
Z164-55	1603.8	2
Z164-56	1610.7	2
Z164-56	1612.4	1
Z164-56	1623.1	1
Z164-56	1623.1	2
Z164-56	1624.3	1
Z164-56	1626.9	1
Z164-56	1643.4	1
Z164-56	1643.4	2
Z164-56	1648.8	1
Z164-56	1653.4	1
Z164-56	1654.4	1
Z164-56	1657.8	2
Z164-57	1654.7	2
Z164-57	1659.7	1
Z164-57	1663.3	2
Z164-57	1665.2	1
Z164-57	1667.7	1
Z164-57	1668.7	2
Z164-57	1681.7	1
Z164-57	1682.1	2
Z164-57	1684.6	1
Z164-57	1689.9	2
Z164-57	1693.2	1
Z164-57	1694.8	2
Z164-58	1778.9	2
Z164-58	1784.2	1
Z164-58	1788.5	1
Z164-58	1789.4	2
Z164-58	1794.5	1
Z164-58	1795.8	1
Z164-58	1800.8	1
Z164-58	1802.8	2
Z164-58	1809.8	1
Z164-58	1813.3	1
Z164-58	1814.8	2
Z164-59	1771.3	2
Z164-59	1781.3	1
Z164-59	1784.2	1
Z164-59	1787.7	1
Z164-59	1787.7	2
Z164-59	1800.1	1
Z164-59	1800.7	2
Z164-59	1802.6	1
Z164-59	1803.4	2
Z164-59	1807.8	1
Z164-59	1810.7	1
Z164-59	1812.6	1
Z164-59	1814.8	2
Z164-61	1784.5	1
Z164-61	1789.5	1
Z164-61	1789.9	2
Z164-61	1795	1
Z164-61	1795	2
Z164-61	1798.1	1
Z164-61	1798.6	2
Z164-61	1809.1	1
Z164-61	1809.7	2
Z164-61	1812.1	1
Z164-61	1819.8	2
Z165-33	1825.5	1
Z165-33	1834.8	2
Z165-33	1835.8	1
Z165-33	1839.373991	1
Z165-33	1852.988341	1
Z165-33	1859.4	1
Z165-33	1863.9	1
Z165-33	1866.8	2
Z165-35	1914.1	2
Z165-35	1918.2	1
Z165-35	1921.8	1
Z165-35	1927.2	1
Z165-35	1927.8	2
Z165-35	1932.2	1
Z165-35	1933.7	1
Z165-35	1935.3	2
Z165-35	1938.1	1
Z165-35	1945.7	2
Z165-35	1949.6	1
Z165-35	1953.2	1
Z165-35	1953.7	2
Z165-35	1955.2	1
Z165-35	1955.8	2
Z165-36	1857.2	1
Z165-36	1857.7	2
Z165-36	1875.5	1
Z165-36	1875.5	2
Z165-36	1879.8	2
Z165-36	1887.3	1
Z165-36	1887.8	2
Z165-36	1891.205204	1
Z165-36	1898.1	1
Z165-36	1900.6	2
Z165-36	1905.7	1
Z165-36	1905.8	2
Z165-37	1818.2	1
Z165-37	1819.6	1
Z165-37	1820.1	2
Z165-37	1822.1	1
Z165-37	1822.6	2
Z165-37	1826.5	1
Z165-37	1827.3	2
Z165-37	1829.6	1
Z165-37	1832.4	2
Z165-37	1836.3	1
Z165-37	1841.8	1
Z165-37	1843.7	1
Z165-37	1845.3	2
Z165-37	1847.4	1
Z165-37	1857.8	2
Z165-38	1763.4	1
Z165-38	1765.5	1
Z165-38	1766.1	2
Z165-38	1769	1
Z165-38	1769.4	2
Z165-38	1771.4	1
Z165-38	1776.279482	2
Z165-38	1779.2	2
Z165-38	1783.8	1
Z165-38	1784.4	2
Z165-38	1790.7	1
Z165-38	1791.7	2
Z165-38	1795.3	1
Z165-38	1800.2	2
Z165-38	1801.5	1
Z165-38	1803.8	2
Z165-43	1889.6	2
Z165-43	1890.9	1
Z165-43	1891.3	2
Z165-43	1892.9	1
Z165-43	1901.2	2
Z165-43	1905.2	1
Z165-43	1905.20125	2
Z165-43	1917.2	2
Z165-43	1919.2	1
Z165-43	1930.3	2
Z166-32	1854.5	1
Z166-32	1856.5	1
Z166-32	1863.5	1
Z166-32	1864.4	1
Z166-32	1868.168398	2
Z166-32	1878.9	2
Z166-32	1880.8	1
Z166-32	1882.4	1
Z166-32	1882.9	2
Z166-32	1884.4	1
Z166-32	1885.5	1
Z166-32	1889.8	2
Z166-33	1875.8	1
Z166-33	1884.3	1
Z166-33	1884.8	2
Z166-33	1887.1	1
Z166-33	1888.6	1
Z166-33	1892.1	2
Z166-33	1895.9	1
Z166-33	1902.2	2
Z166-33	1906.797275	1
Z166-33	1912.7	1
Z166-33	1913.4	2
Z166-33	1914.8	1
Z166-33	1915.7	2
Z166-33	1917.5	1
Z166-33	1918.8	2
Z166-34	1901.8	2
Z166-34	1905.8	1
Z166-34	1908.6	1
Z166-34	1909.1	2
Z166-34	1912.6	1
Z166-34	1917.1	1
Z166-34	1926.142059	2
Z166-34	1937.4	2
Z166-34	1939.3	1
Z166-34	1942.8	1
Z166-34	1946.8	2
Z166-34	1954.8	1
Z166-34	1957.8	1
Z166-34	1961.1	1
Z166-34	1966	1
Z166-34	1967.8	2
Z166-35	1807.6	1
Z166-35	1808.8	2
Z166-35	1811.4	1
Z166-35	1812.2	2
Z166-35	1818.7	1
Z166-35	1819	2
Z166-35	1826.3	1
Z166-35	1826.3	2
Z166-35	1834.2	2
Z166-35	1837.5	1
Z166-35	1837.7	2
Z166-35	1844.7	1
Z166-35	1845.6	1
Z166-35	1850.8	2
Z166-36	1850.5	1
Z166-36	1852.3	1
Z166-36	1852.8	2
Z166-36	1860.3	1
Z166-36	1860.8	2
Z166-36	1867.3	1
Z166-36	1868.3	2
Z166-36	1873.9	1
Z166-36	1874.3	2
Z166-36	1875.6	1
Z166-36	1876.1	2
Z166-36	1880.518791	1
Z166-36	1884.9	1
Z166-36	1890.3	1
Z166-36	1893.8	2
Z166-37	1787.6	1
Z166-37	1792.1	2
Z166-37	1794.7	1
Z166-37	1800.6	1
Z166-37	1800.6	2
Z166-37	1805.2	1
Z166-37	1807.6	1
Z166-37	1809.6	1
Z166-37	1814.1	1
Z166-37	1814.1	2
Z166-37	1816.9	1
Z166-37	1818.7	1
Z166-37	1819.8	1
Z166-37	1825.8	2
Z167-33	1900.3	1
Z167-33	1901.8	1
Z167-33	1902.6	2
Z167-33	1904.1	1
Z167-33	1904.8	2
Z167-33	1907.3	1
Z167-33	1909.3	1
Z167-33	1911.6	1
Z167-33	1912.3	2
Z167-33	1914.6	1
Z167-33	1917.7	2
Z167-33	1920.3	1
Z167-33	1922.2	1
Z167-33	1925.1	2
Z167-33	1926.6	1
Z167-33	1932.6	2
Z167-33	1934.6	1
Z167-33	1935.2	2
Z167-33	1936.7	1
Z167-33	1939.2	2
Z167-33	1945	1
Z167-33	1946.7	2
Z167-33	1949.8	1
Z167-33	1952.9	1
Z167-33	1953.8	2
Z167-34	1892.1	1
Z167-34	1899.2	1
Z167-34	1899.6	2
Z167-34	1902.6	1
Z167-34	1903.3	2
Z167-34	1904.4	1
Z167-34	1906.42611	2
Z167-34	1925.6	2
Z167-34	1928.1	1
Z167-34	1934.2	1
Z167-34	1934.6	2
Z167-34	1937.6	1
Z167-34	1938.1	2
Z167-34	1942.6	1
Z167-34	1943.1	2
Z167-34	1944.7	1
Z167-34	1945.3	2
Z167-37	1851.3	2
Z167-37	1853.4	1
Z167-37	1856.6	2
Z167-37	1858	1
Z167-37	1861.2	2
Z167-37	1863.8	1
Z167-37	1870.4	1
Z167-37	1871.3	2
Z167-37	1873.9	1
Z167-37	1874.7	2
Z167-37	1882.6	1
Z167-37	1883.4	2
Z167-37	1891.8	1
Z167-37	1894.4	1
Z167-37	1895.8	2
Z167-39	1908.599087	2
Z167-39	1921.1	2
Z167-39	1924.9	1
Z167-39	1925.9	2
Z167-39	1927.9	1
Z167-39	1930.1	1
Z167-39	1931.4	1
Z167-39	1932.8	2
Z167-45	1835.6	2
Z167-45	1837.2	1
Z167-45	1838.8	1
Z167-45	1841.744954	2
Z167-45	1854.6	2
Z167-45	1855.9	1
Z167-45	1857.011009	2
Z167-45	1871.8	2
Z168-30	1861.2	1
Z168-30	1861.7	2
Z168-30	1865.3	1
Z168-30	1865.9	2
Z168-30	1868	1
Z168-30	1868.6	2
Z168-30	1876.9	1
Z168-30	1877.2	2
Z168-30	1879.5	1
Z168-30	1879.541935	2
Z168-30	1888.6	2
Z168-30	1890.4	1
Z168-30	1890.6	2
Z168-30	1895.1	1
Z168-30	1901.8	2
Z168-31	1870.3	1
Z168-31	1878.3	1
Z168-31	1878.9	2
Z168-31	1880.8	1
Z168-31	1880.8	2
Z168-31	1882.7	1
Z168-31	1896.8	2
Z168-31	1898.1	1
Z168-31	1899.2	2
Z168-31	1910.2	1
Z168-31	1910.8	2
Z168-31	1912.6	1
Z168-31	1913.8	2
Z168-32	1860.2	1
Z168-32	1862.6	2
Z168-32	1870.2	1
Z168-32	1871.4	2
Z168-32	1873.3	1
Z168-32	1874.615443	2
Z168-32	1890.6	2
Z168-32	1891.9	1
Z168-32	1901.2	1
Z168-32	1901.8	2
Z168-32	1909.3	1
Z168-32	1910.9	1
Z168-32	1911.8	2
Z168-33	1855.8	2
Z168-33	1860.4	1
Z168-33	1870.8	1
Z168-33	1873.9	2
Z168-33	1878.8	1
Z168-33	1885.8	2
Z168-33	1887.8	1
Z168-33	1890.4	1
Z168-33	1891.8	2
Z168-33	1893.8	1
Z168-33	1894.2	2
Z168-33	1906.8	1
Z168-33	1911.4	1
Z168-33	1911.8	2
Z168-34	1848.6	2
Z168-34	1850.4	1
Z168-34	1851.1	2
Z168-34	1858.5	1
Z168-34	1868.1	2
Z168-34	1870.2	1
Z168-34	1870.4	2
Z168-34	1879.2	1
Z168-34	1880.8	2
Z168-34	1886.4	1
